consensus_start	consensus_stop	note	note
1637521	1637540	20 bp;mummer_exact	mummer_exact
1640737	1640756	20 bp;mummer_exact	mummer_exact
1643170	1643319	150 bp;mummer_exact	mummer_exact
1653304	1653323	20 bp;mummer_exact	mummer_exact
1654515	1654545	31 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3796463..3796483+%28100%+in+21+bp%29;colour=1
1661222	1661245	24 bp;mummer_repeat	ID=to_be_set;note=repeated+at+1661245..1661222+%28100%+in+24+bp%29;colour=1
1662378	1662397	20 bp;mummer_exact	mummer_exact
1666897	1666920	24 bp;mummer_exact	mummer_exact
1666981	1667033	53 bp;mummer_exact	mummer_exact
1667087	1667116	30 bp;mummer_exact	mummer_exact
1667219	1667242	24 bp;mummer_exact	mummer_exact
1667303	1667355	53 bp;mummer_exact	mummer_exact
1667408	1667437	30 bp;mummer_exact	mummer_exact
1668502	1668521	20 bp;mummer_exact	mummer_exact
1676151	1676187	37 bp;mummer_exact	mummer_exact
1680511	1680530	20 bp;mummer_exact	mummer_exact
1700514	1700666	153 bp;mummer_exact	mummer_exact
1703071	1703223	153 bp;mummer_exact	mummer_exact
1710266	1710286	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+1073989..1073969+%28100%+in+21+bp%29;colour=1
1715427	1715630	204 bp;mummer_exact	mummer_exact
1715650	1715714	65 bp;mummer_exact	mummer_exact
1715776	1716151	376 bp;mummer_exact	mummer_exact
1717957	1717976	20 bp;mummer_exact	mummer_exact
1718154	1718173	20 bp;mummer_exact	mummer_exact
1720715	1720734	20 bp;mummer_exact	mummer_exact
1735120	1735139	20 bp;mummer_exact	mummer_exact
1735621	1735641	21 bp;mummer_exact	mummer_exact
1744620	1744641	22 bp;mummer_exact	mummer_exact
1744736	1744755	20 bp;mummer_exact	mummer_exact
1744851	1744872	22 bp;mummer_repeat	ID=to_be_set;note=repeated+at+2834399..2834378+%28100%+in+22+bp%29;colour=1
1746394	1746413	20 bp;mummer_exact	mummer_exact
1751439	1751459	21 bp;mummer_exact	mummer_exact
1758466	1758813	348 bp;camila	ID=to_be_set;note=putative bacteriophage protein
1759807	1760007	201 bp;mummer_exact	mummer_exact
1760027	1760091	65 bp;mummer_exact	mummer_exact
1760153	1760524	372 bp;mummer_exact	mummer_exact
1761027	1761050	24 bp;mummer_exact	mummer_exact
1764671	1764878	208 bp;mummer_exact	mummer_exact
1789143	1789163	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+1052531..1052551+%28100%+in+21+bp%29;colour=1
1789322	1789364	43 bp;mummer_exact	mummer_exact
1789383	1789443	61 bp;mummer_exact	mummer_exact
1789550	1789578	29 bp;mummer_exact	mummer_exact
1789728	1790852	1125 bp;camila	ID=to_be_set;note=putative bacteriophage protein
1791245	1791443	199 bp;mummer_exact	mummer_exact
1791463	1791527	65 bp;mummer_exact	mummer_exact
1791589	1791965	377 bp;mummer_exact	mummer_exact
1795348	1795367	20 bp;mummer_exact	mummer_exact
1802973	1802992	20 bp;mummer_exact	mummer_exact
1803477	1803496	20 bp;mummer_exact	mummer_exact
1807207	1807232	26 bp;mummer_exact	mummer_exact
1807631	1807651	21 bp;mummer_exact	mummer_exact
1812270	1812289	20 bp;mummer_exact	mummer_exact
1813809	1813832	24 bp;mummer_exact	mummer_exact
1817492	1817511	20 bp;mummer_exact	mummer_exact
1825365	1825384	20 bp;mummer_exact	mummer_exact
1829739	1829760	22 bp;mummer_repeat	ID=to_be_set;note=repeated+at+1584486..1584465+%28100%+in+22+bp%29;colour=1
1843079	1843099	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+1242785..1242805+%28100%+in+21+bp%29;colour=1
1845166	1845185	20 bp;mummer_exact	mummer_exact
1845784	1845803	20 bp;mummer_exact	mummer_exact
1845835	1845854	20 bp;mummer_exact	mummer_exact
1857255	1857277	23 bp;mummer_exact	mummer_exact
1870746	1870765	20 bp;mummer_exact	mummer_exact
1877242	1877267	26 bp;mummer_exact	mummer_exact
1878901	1878921	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+953811..953831+%28100%+in+21+bp%29;colour=1
1879093	1879131	39 bp;mummer_exact	mummer_exact
1879168	1879222	55 bp;mummer_exact	mummer_exact
1879540	1879564	25 bp;mummer_exact	mummer_exact
1879646	1879732	87 bp;mummer_exact	mummer_exact
1879835	1879862	28 bp;mummer_exact	mummer_exact
1880123	1880147	25 bp;mummer_exact	mummer_exact
1880234	1880280	47 bp;mummer_exact	mummer_exact
1880334	1880391	58 bp;mummer_exact	mummer_exact
1887450	1933558	46kb phage ST18	
1933607	1933633	27 bp;mummer_exact	mummer_exact
1933696	1933715	20 bp;mummer_exact	mummer_exact
1947699	1947718	20 bp;mummer_exact	mummer_exact
1950911	1950930	20 bp;mummer_exact	mummer_exact
1954126	1954145	20 bp;mummer_exact	mummer_exact
1954622	1954658	37 bp;mummer_exact	mummer_exact
1970820	1970841	22 bp;mummer_exact	mummer_exact
1974763	1974782	20 bp;mummer_exact	mummer_exact
1976552	1976577	26 bp;mummer_exact	mummer_exact
1977096	1977115	20 bp;mummer_exact	mummer_exact
1979859	1979878	20 bp;mummer_exact	mummer_exact
1980225	1980262	38 bp;mummer_exact	mummer_exact
1980501	1980524	24 bp;mummer_exact	mummer_exact
1981102	1981121	20 bp;mummer_exact	mummer_exact
1999812	1999881	70 bp;mummer_exact	mummer_exact
2005109	2005129	21 bp;mummer_exact	mummer_exact
2017168	2017251	84 bp;mummer_exact	mummer_exact
2021888	2021907	20 bp;mummer_exact	mummer_exact
2032511	2032532	22 bp;mummer_repeat	ID=to_be_set;note=repeated+at+662770..662749+%28100%+in+22+bp%29;colour=1
2041236	2041259	24 bp;mummer_exact	mummer_exact
2041356	2041378	23 bp;mummer_exact	mummer_exact
2041476	2041495	20 bp;mummer_exact	mummer_exact
2041647	2041669	23 bp;mummer_exact	mummer_exact
2042064	2042083	20 bp;mummer_exact	mummer_exact
2042225	2042284	60 bp;mummer_exact	mummer_exact
2043518	2043539	22 bp;mummer_exact	mummer_exact
2043641	2043663	23 bp;mummer_exact	mummer_exact
2045366	2045388	23 bp;mummer_repeat	ID=to_be_set;note=repeated+at+1051306..1051285+%28100%+in+22+bp%29;colour=1
2046836	2046918	83 bp;camila	ID=to_be_set;note=2+2 identical 70pb fragments around 2 proteins
2047444	2047529	86 bp;camila	ID=to_be_set;note=2+2 identical 70pb fragments around 2 proteins
2050733	2050793	61 bp;mummer_exact	mummer_exact
2050822	2050985	164 bp;mummer_exact	mummer_exact
2052825	2052872	48 bp;mummer_exact	mummer_exact
2052901	2052928	28 bp;mummer_exact	mummer_exact
2065205	2065225	21 bp;mummer_exact	mummer_exact
2068484	2068503	20 bp;mummer_exact	mummer_exact
2074864	2074883	20 bp;mummer_exact	mummer_exact
2075774	2075793	20 bp;mummer_exact	mummer_exact
2077543	2077562	20 bp;mummer_exact	mummer_exact
2088911	2088930	20 bp;mummer_exact	mummer_exact
2098033	2098075	43 bp;mummer_exact	mummer_exact
2106515	2106534	20 bp;mummer_exact	mummer_exact
2107301	2107334	34 bp;mummer_exact	mummer_exact
2107355	2107376	22 bp;mummer_exact	mummer_exact
2107664	2107683	20 bp;mummer_exact	mummer_exact
2112705	2112724	20 bp;mummer_exact	mummer_exact
2120070	2120089	20 bp;mummer_exact	mummer_exact
2134419	2134441	23 bp;mummer_exact	mummer_exact
2137405	2137424	20 bp;mummer_exact	mummer_exact
2137581	2137602	22 bp;mummer_exact	mummer_exact
2151883	2151902	20 bp;mummer_exact	mummer_exact
2156293	2156312	20 bp;mummer_exact	mummer_exact
2168429	2168448	20 bp;mummer_exact	mummer_exact
2170248	2170268	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3328048..3328028+%28100%+in+21+bp%29;colour=1
2171561	2171581	21 bp;mummer_exact	mummer_exact
2171959	2172016	58 bp;mummer_exact	mummer_exact
2172103	2172122	20 bp;mummer_exact	mummer_exact
2174280	2174299	20 bp;mummer_exact	mummer_exact
2176283	2176302	20 bp;mummer_exact	mummer_exact
2176393	2176412	20 bp;mummer_exact	mummer_exact
2179474	2179493	20 bp;mummer_exact	mummer_exact
2182665	2182686	22 bp;mummer_exact	mummer_exact
2182794	2182816	23 bp;mummer_exact	mummer_exact
2183716	2183735	20 bp;mummer_exact	mummer_exact
2213440	2213469	30 bp;mummer_repeat	ID=to_be_set;note=repeated+at+2213469..2213440+%28100%+in+30+bp%29;colour=1
2217360	2217381	22 bp;mummer_repeat	ID=to_be_set;note=repeated+at+2217381..2217360+%28100%+in+22+bp%29;colour=1
2223077	2223097	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+1247225..1247205+%28100%+in+21+bp%29;colour=1
2224078	2224101	24 bp;mummer_exact	mummer_exact
2224138	2224158	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3734441..3734461+%28100%+in+21+bp%29;colour=1
2228094	2228113	20 bp;mummer_exact	mummer_exact
2232560	2232579	20 bp;mummer_exact	mummer_exact
2235703	2235722	20 bp;mummer_exact	mummer_exact
2239252	2239271	20 bp;mummer_exact	mummer_exact
2245144	2245163	20 bp;mummer_exact	mummer_exact
2249451	2250164	714 bp;camila	ID=to_be_set;note=insertion element IS1 protein InsA
2251127	2251146	20 bp;mummer_exact	mummer_exact
2252307	2252326	20 bp;mummer_exact	mummer_exact
2254063	2254268	206 bp;mummer_exact	mummer_exact
2255549	2255569	21 bp;mummer_exact	mummer_exact
2265195	2265214	20 bp;mummer_exact	mummer_exact
2266176	2266195	20 bp;mummer_exact	mummer_exact
2269896	2269927	32 bp;mummer_repeat	ID=to_be_set;note=repeated+at+2269927..2269896+%28100%+in+32+bp%29;colour=1
2270774	2270799	26 bp;mummer_exact	mummer_exact
2272534	2272553	20 bp;mummer_exact	mummer_exact
2274842	2274861	20 bp;mummer_exact	mummer_exact
2276501	2276528	28 bp;mummer_exact	mummer_exact
2286997	2287020	24 bp;mummer_exact	mummer_exact
2287887	2287906	20 bp;mummer_exact	mummer_exact
2297209	2297228	20 bp;mummer_exact	mummer_exact
2297426	2297472	47 bp;mummer_exact	mummer_exact
2297528	2297565	38 bp;mummer_exact	mummer_exact
2297687	2297709	23 bp;mummer_exact	mummer_exact
2298957	2298979	23 bp;mummer_exact	mummer_exact
2299017	2299039	23 bp;mummer_exact	mummer_exact
2299089	2299109	21 bp;mummer_exact	mummer_exact
2299136	2299179	44 bp;mummer_exact	mummer_exact
2299209	2299299	91 bp;mummer_exact	mummer_exact
2299357	2299376	20 bp;mummer_exact	mummer_exact
2299481	2299500	20 bp;mummer_exact	mummer_exact
2300372	2300827	456 bp;camila	"ID=to_be_set;note=bacteriophage tail fiber assembly protein	note=Similar to Bacteriophage P2 probable tail fiber"
2301916	2301935	20 bp;mummer_exact	mummer_exact
2303812	2303833	22 bp;mummer_exact	mummer_exact
2304303	2307170	2868 bp;mummer_exact	mummer_exact
2311739	2311805	67 bp;mummer_exact	mummer_exact
2317953	2317981	29 bp;mummer_exact	mummer_exact
2322505	2322534	30 bp;mummer_exact	mummer_exact
2322626	2322678	53 bp;mummer_exact	mummer_exact
2323046	2323068	23 bp;mummer_exact	mummer_exact
2323181	2323205	25 bp;mummer_exact	mummer_exact
2323450	2323473	24 bp;mummer_exact	mummer_exact
2327343	2327363	21 bp;mummer_exact	mummer_exact
2327612	2327645	34 bp;mummer_exact	mummer_exact
2327677	2327700	24 bp;mummer_exact	mummer_exact
2330612	2330815	204 bp;mummer_exact	mummer_exact
2330835	2330899	65 bp;mummer_exact	mummer_exact
2330961	2331357	397 bp;mummer_exact	mummer_exact
2334238	2334259	22 bp;mummer_exact	mummer_exact
2334353	2334376	24 bp;mummer_exact	mummer_exact
2341394	2341431	38 bp;mummer_exact	mummer_exact
2346293	2346312	20 bp;mummer_exact	mummer_exact
2348273	2348292	20 bp;mummer_exact	mummer_exact
2351986	2352031	46 bp;mummer_exact	mummer_exact
2353462	2353639	178 bp;mummer_exact	mummer_exact
2358069	2358236	168 bp;mummer_exact	mummer_exact
2361117	2361136	20 bp;mummer_exact	mummer_exact
2368496	2368515	20 bp;mummer_exact	mummer_exact
2375847	2375866	20 bp;mummer_exact	mummer_exact
2379263	2379297	35 bp;mummer_exact	mummer_exact
2379792	2379811	20 bp;mummer_exact	mummer_exact
2382524	2382551	28 bp;mummer_exact	mummer_exact
2397167	2397186	20 bp;mummer_exact	mummer_exact
2398808	2398827	20 bp;mummer_exact	mummer_exact
2398927	2399000	74 bp;mummer_exact	mummer_exact
2399887	2399907	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3337279..3337259+%28100%+in+21+bp%29;colour=1
2405452	2405471	20 bp;mummer_exact	mummer_exact
2406395	2406422	28 bp;mummer_exact	mummer_exact
2406447	2406472	26 bp;mummer_exact	mummer_exact
2417418	2417438	21 bp;mummer_exact	mummer_exact
2418508	2418528	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3458956..3458936+%28100%+in+21+bp%29;colour=1
2428974	2428993	20 bp;mummer_exact	mummer_exact
2430346	2430365	20 bp;mummer_exact	mummer_exact
2431607	2431639	33 bp;mummer_exact	mummer_exact
2452338	2452369	32 bp;mummer_exact	mummer_exact
2461951	2462009	59 bp;mummer_exact	mummer_exact
2462039	2462067	29 bp;mummer_exact	mummer_exact
2462095	2462135	41 bp;mummer_exact	mummer_exact
2465007	2465045	39 bp;mummer_exact	mummer_exact
2465082	2465136	55 bp;mummer_exact	mummer_exact
2468171	2468190	20 bp;mummer_exact	mummer_exact
2473532	2473689	158 bp;mummer_exact	mummer_exact
2474739	2474758	20 bp;mummer_exact	mummer_exact
2475865	2476062	198 bp;mummer_exact	mummer_exact
2476082	2476146	65 bp;mummer_exact	mummer_exact
2476208	2476583	376 bp;mummer_exact	mummer_exact
2476647	2476666	20 bp;mummer_exact	mummer_exact
2478494	2478566	73 bp;mummer_exact	mummer_exact
2489547	2489625	79 bp;mummer_exact	mummer_exact
2489665	2489742	78 bp;mummer_exact	mummer_exact
2490618	2490638	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+2725401..2725381+%28100%+in+21+bp%29;colour=1
2492446	2492521	76 bp;mummer_repeat	ID=to_be_set;note=repeated+at+2492684..2492759+%2898.68%+in+76+bp%29;colour=2
2492562	2492645	84 bp;mummer_exact	mummer_exact
2492679	2492790	112 bp;mummer_exact	mummer_exact
2492808	2492829	22 bp;mummer_exact	mummer_exact
2492887	2492949	63 bp;mummer_exact	mummer_exact
2504513	2504533	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+2512272..2512252+%28100%+in+21+bp%29;colour=1
2506620	2506639	20 bp;mummer_exact	mummer_exact
2508044	2508105	62 bp;mummer_exact	mummer_exact
2510326	2510345	20 bp;mummer_exact	mummer_exact
2512252	2512272	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+2504533..2504513+%28100%+in+21+bp%29;colour=1
2512748	2512769	22 bp;mummer_exact	mummer_exact
2512794	2512827	34 bp;mummer_exact	mummer_exact
2521883	2521902	20 bp;mummer_exact	mummer_exact
2529772	2529792	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+1422750..1422770+%28100%+in+21+bp%29;colour=1
2530892	2530913	22 bp;mummer_exact	mummer_exact
2531561	2531584	24 bp;mummer_exact	mummer_exact
2535400	2535423	24 bp;mummer_exact	mummer_exact
2537893	2537912	20 bp;mummer_exact	mummer_exact
2539426	2539624	199 bp;mummer_exact	mummer_exact
2539644	2539708	65 bp;mummer_exact	mummer_exact
2539770	2540146	377 bp;mummer_exact	mummer_exact
2541117	2541136	20 bp;mummer_exact	mummer_exact
2543232	2543251	20 bp;mummer_exact	mummer_exact
2543734	2543753	20 bp;mummer_exact	mummer_exact
2544154	2544173	20 bp;mummer_exact	mummer_exact
2545072	2545125	54 bp;mummer_exact	mummer_exact
2549369	2549590	222 bp;mummer_exact	mummer_exact
2549874	2549895	22 bp;mummer_exact	mummer_exact
2550330	2550349	20 bp;mummer_exact	mummer_exact
2554535	2554554	20 bp;mummer_exact	mummer_exact
2555036	2555094	59 bp;mummer_exact	mummer_exact
2555282	2555301	20 bp;mummer_exact	mummer_exact
2556182	2556207	26 bp;mummer_exact	mummer_exact
2556392	2556423	32 bp;mummer_exact	mummer_exact
2557000	2557222	223 bp;mummer_exact	mummer_exact
2566726	2566748	23 bp;mummer_exact	mummer_exact
2566853	2566872	20 bp;mummer_exact	mummer_exact
2567091	2567110	20 bp;mummer_exact	mummer_exact
2571068	2571087	20 bp;mummer_exact	mummer_exact
2577585	2577604	20 bp;mummer_exact	mummer_exact
2577933	2577953	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3443860..3443840+%28100%+in+21+bp%29;colour=1
2578491	2578515	25 bp;mummer_exact	mummer_exact
2599178	2599210	33 bp;mummer_exact	mummer_exact
2600046	2600068	23 bp;mummer_exact	mummer_exact
2600993	2601019	27 bp;mummer_exact	mummer_exact
2601776	2601808	33 bp;mummer_exact	mummer_exact
2602233	2602252	20 bp;mummer_exact	mummer_exact
2603408	2603434	27 bp;mummer_exact	mummer_exact
2605703	2605722	20 bp;mummer_exact	mummer_exact
2605758	2605777	20 bp;mummer_exact	mummer_exact
2606543	2606562	20 bp;mummer_exact	mummer_exact
2607380	2607399	20 bp;mummer_exact	mummer_exact
2608286	2608308	23 bp;mummer_exact	mummer_exact
2609102	2609121	20 bp;mummer_exact	mummer_exact
2611798	2611823	26 bp;mummer_repeat	ID=to_be_set;note=repeated+at+2611823..2611798+%28100%+in+26+bp%29;colour=1
2615667	2615688	22 bp;mummer_exact	mummer_exact
2626426	2626445	20 bp;mummer_exact	mummer_exact
2626499	2626520	22 bp;mummer_exact	mummer_exact
2628105	2628124	20 bp;mummer_exact	mummer_exact
2637990	2638023	34 bp;mummer_exact	mummer_exact
2638903	2638938	36 bp;mummer_exact	mummer_exact
2640255	2640274	20 bp;mummer_exact	mummer_exact
2640297	2640327	31 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3309258..3309288+%28100%+in+31+bp%29;colour=1
2647612	2647643	32 bp;mummer_exact	mummer_exact
2647663	2647688	26 bp;mummer_exact	mummer_exact
2664631	2664653	23 bp;mummer_exact	mummer_exact
2666749	2666769	21 bp;mummer_exact	mummer_exact
2668786	2668811	26 bp;mummer_exact	mummer_exact
2672195	2672226	32 bp;mummer_exact	mummer_exact
2686124	2686148	25 bp;mummer_exact	mummer_exact
2696630	2696650	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+774095..774115+%28100%+in+21+bp%29;colour=1
2697693	2697713	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+1332100..1332120+%28100%+in+21+bp%29;colour=1
2701542	2701562	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3679980..3679960+%28100%+in+21+bp%29;colour=1
2703261	2703280	20 bp;mummer_exact	mummer_exact
2705483	2705503	21 bp;mummer_exact	mummer_exact
2708377	2708396	20 bp;mummer_exact	mummer_exact
2710675	2710694	20 bp;mummer_exact	mummer_exact
2711944	2712026	83 bp;mummer_exact	mummer_exact
2712071	2712364	294 bp;mummer_exact	mummer_exact
2714011	2715743	1733 bp;mummer_exact	mummer_exact
2715950	2717738	1789 bp;mummer_exact	mummer_exact
2717815	2717857	43 bp;mummer_exact	mummer_exact
2718919	2718938	20 bp;mummer_exact	mummer_exact
2725381	2725401	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+2490638..2490618+%28100%+in+21+bp%29;colour=1
2728091	2728125	35 bp;mummer_exact	mummer_exact
2732957	2732980	24 bp;mummer_exact	mummer_exact
2733046	2733066	21 bp;mummer_exact	mummer_exact
2741394	2741414	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+407641..407621+%28100%+in+21+bp%29;colour=1
2753703	2753722	20 bp;mummer_exact	mummer_exact
2757702	2757722	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+125145..125125+%28100%+in+21+bp%29;colour=1
2759584	2759630	47 bp;mummer_exact	mummer_exact
2759733	2782364	22.6kb phage ST27	
2785853	2785872	20 bp;mummer_exact	mummer_exact
2786969	2786988	20 bp;mummer_exact	mummer_exact
2804548	2804571	24 bp;mummer_exact	mummer_exact
2815047	2815066	20 bp;mummer_exact	mummer_exact
2822571	2822609	39 bp;mummer_exact	mummer_exact
2822629	2822853	225 bp;mummer_exact	mummer_exact
2822874	2822894	21 bp;mummer_exact	mummer_exact
2822922	2823065	144 bp;mummer_exact	mummer_exact
2823087	2823126	40 bp;mummer_exact	mummer_exact
2823147	2823167	21 bp;mummer_exact	mummer_exact
2823195	2823265	71 bp;mummer_exact	mummer_exact
2823286	2823306	21 bp;mummer_exact	mummer_exact
2823338	2823404	67 bp;mummer_exact	mummer_exact
2825996	2826015	20 bp;mummer_exact	mummer_exact
2833913	2833933	21 bp;mummer_exact	mummer_exact
2834375	2834409	35 bp;mummer_exact	mummer_exact
2839261	2839282	22 bp;mummer_exact	mummer_exact
2840557	2840578	22 bp;mummer_exact	mummer_exact
2840596	2840623	28 bp;mummer_exact	mummer_exact
2840851	2840870	20 bp;mummer_exact	mummer_exact
2842900	2842931	32 bp;mummer_exact	mummer_exact
2845387	2845406	20 bp;mummer_exact	mummer_exact
2853046	2853077	32 bp;mummer_repeat	ID=to_be_set;note=repeated+at+237561..237530+%28100%+in+32+bp%29;colour=1
2853917	2853936	20 bp;mummer_exact	mummer_exact
2856396	2856418	23 bp;mummer_exact	mummer_exact
2856460	2856481	22 bp;mummer_exact	mummer_exact
2877852	2877871	20 bp;mummer_exact	mummer_exact
2892006	2892025	20 bp;mummer_exact	mummer_exact
2897245	2897267	23 bp;mummer_exact	mummer_exact
2897399	2897419	21 bp;mummer_exact	mummer_exact
2901745	2901764	20 bp;mummer_exact	mummer_exact
2907099	2907121	23 bp;mummer_repeat	ID=to_be_set;note=repeated+at+463460..463438+%28100%+in+23+bp%29;colour=1
2907253	2907274	22 bp;mummer_exact	mummer_exact
2914671	2914690	20 bp;mummer_exact	mummer_exact
2916229	2916248	20 bp;mummer_exact	mummer_exact
2922374	2922393	20 bp;mummer_exact	mummer_exact
2926184	2926210	27 bp;mummer_exact	mummer_exact
2926240	2926273	34 bp;mummer_exact	mummer_exact
2926303	2926332	30 bp;mummer_exact	mummer_exact
2926365	2926394	30 bp;mummer_exact	mummer_exact
2926425	2926455	31 bp;mummer_exact	mummer_exact
2926478	2926565	88 bp;mummer_exact	mummer_exact
2932789	2932811	23 bp;mummer_exact	mummer_exact
2937774	2937805	32 bp;mummer_repeat	ID=to_be_set;note=repeated+at+4793205..4793236+%28100%+in+32+bp%29;colour=1
2941373	2941392	20 bp;mummer_exact	mummer_exact
2943184	2943214	31 bp;mummer_exact	mummer_exact
2944268	2944291	24 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3271930..3271951+%28100%+in+22+bp%29;colour=1
2953552	2953571	20 bp;mummer_exact	mummer_exact
2961943	2961962	20 bp;mummer_exact	mummer_exact
2964837	2964856	20 bp;mummer_exact	mummer_exact
2966358	2966389	32 bp;mummer_exact	mummer_exact
2966619	2966641	23 bp;mummer_exact	mummer_exact
2967722	2967753	32 bp;mummer_exact	mummer_exact
2967983	2968005	23 bp;mummer_exact	mummer_exact
2977843	2977862	20 bp;mummer_exact	mummer_exact
2978461	2978480	20 bp;mummer_exact	mummer_exact
2979040	2979066	27 bp;mummer_exact	mummer_exact
2979086	2979111	26 bp;mummer_exact	mummer_exact
2979956	2979995	40 bp;mummer_exact	mummer_exact
2980014	2980040	27 bp;mummer_exact	mummer_exact
2985589	2985615	27 bp;mummer_exact	mummer_exact
2989434	2989453	20 bp;mummer_exact	mummer_exact
2991665	2991684	20 bp;mummer_exact	mummer_exact
2996596	2996678	83 bp;mummer_exact	mummer_exact
2996702	2996784	83 bp;mummer_exact	mummer_exact
2997343	2997365	23 bp;mummer_repeat	ID=to_be_set;note=repeated+at+4577510..4577488+%28100%+in+23+bp%29;colour=1
2999719	2999751	33 bp;mummer_exact	mummer_exact
3003951	3003970	20 bp;mummer_exact	mummer_exact
3005405	3005424	20 bp;mummer_exact	mummer_exact
3009279	3009298	20 bp;mummer_exact	mummer_exact
3013497	3013701	205 bp;mummer_exact	mummer_exact
3013721	3013785	65 bp;mummer_exact	mummer_exact
3013847	3014222	376 bp;mummer_exact	mummer_exact
3017744	3017763	20 bp;mummer_exact	mummer_exact
3022844	3022863	20 bp;mummer_exact	mummer_exact
3026367	3026563	197 bp;mummer_exact	mummer_exact
3026583	3026647	65 bp;mummer_exact	mummer_exact
3026709	3027096	388 bp;mummer_exact	mummer_exact
3027278	3027297	20 bp;mummer_exact	mummer_exact
3029381	3029400	20 bp;mummer_exact	mummer_exact
3034046	3034065	20 bp;mummer_exact	mummer_exact
3041486	3041568	83 bp;mummer_exact	mummer_exact
3053658	3059804	6kb SPI-15;mummer_exact	mummer_exact
3060212	3060231	20 bp;mummer_exact	mummer_exact
3061667	3061686	20 bp;mummer_exact	mummer_exact
3063647	3063666	20 bp;mummer_exact	mummer_exact
3064033	3064053	21 bp;mummer_repeat	ID=to_be_set;note=repeated+at+532449..532469+%28100%+in+21+bp%29;colour=1
3064070	3064092	23 bp;mummer_repeat	ID=to_be_set;note=repeated+at+274787..274765+%28100%+in+23+bp%29;colour=1
3065312	3065331	20 bp;mummer_exact	mummer_exact
3077583	3077616	34 bp;mummer_exact	mummer_exact
3077658	3077691	34 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3732730..3732697+%28100%+in+34+bp%29;colour=1
3080889	3080986	98 bp;mummer_exact	mummer_exact
3085608	3085627	20 bp;mummer_exact	mummer_exact
3089018	3089056	39 bp;mummer_exact	mummer_exact
3091981	3092269	289 bp;mummer_exact	mummer_exact
3092331	3092706	376 bp;mummer_exact	mummer_exact
3099572	3099776	205 bp;mummer_exact	mummer_exact
3099796	3099860	65 bp;mummer_exact	mummer_exact
3099922	3100297	376 bp;mummer_exact	mummer_exact
3100907	3100960	54 bp;mummer_exact	mummer_exact
3101859	3101878	20 bp;mummer_exact	mummer_exact
3102279	3102298	20 bp;mummer_exact	mummer_exact
3103374	3103443	70 bp;mummer_exact	mummer_exact
3104573	3104595	23 bp;mummer_exact	mummer_exact
3109114	3109133	20 bp;mummer_exact	mummer_exact
3109521	3109540	20 bp;mummer_exact	mummer_exact
3113290	3113309	20 bp;mummer_exact	mummer_exact
3122374	3122940	567 bp;mummer_exact	mummer_exact
3122956	3123097	142 bp;mummer_exact	mummer_exact
3129120	3129159	40 bp;mummer_exact	mummer_exact
3132526	3132606	81 bp;mummer_exact	mummer_exact
3133259	3133323	65 bp;mummer_exact	mummer_exact
3136713	3136732	20 bp;mummer_exact	mummer_exact
3137118	3137217	100 bp;mummer_repeat	ID=to_be_set;note=repeated+at+3436010..3436030+%28100%+in+21+bp%29;colour=1
3149793	3149882	90 bp;mummer_exact	mummer_exact
3150272	3150295	24 bp;mummer_exact	mummer_exact
3152086	3152105	20 bp;mummer_exact	mummer_exact
3154613	3154632	20 bp;mummer_exact	mummer_exact
3155652	3155671	20 bp;mummer_exact	mummer_exact
3167388	3167407	20 bp;mummer_exact	mummer_exact
3170735	3170762	28 bp;mummer_exact	mummer_exact
3181382	3181401	20 bp;mummer_exact	mummer_exact
3194351	3194372	22 bp;mummer_exact	mummer_exact
3199943	3199962	20 bp;mummer_exact	mummer_exact
3201418	3201437	20 bp;mummer_exact	mummer_exact
3207235	3207254	20 bp;mummer_exact	mummer_exact
3209619	3209639	21 bp;mummer_exact	mummer_exact
3219789	3219846	58 bp;mummer_exact	mummer_exact
3223751	3223770	20 bp;mummer_exact	mummer_exact
3224459	3224484	26 bp;mummer_exact	mummer_exact
3227977	3228009	33 bp;mummer_exact	mummer_exact
3238729	3238760	32 bp;mummer_exact	mummer_exact
